target_id,pdb,chain,method,split,protein_length,site_size,total_candidate_count,qualifying_candidate_exists,best_qualifying_rank,number_of_qualifying_candidates,best_jaccard,best_centroid_distance,candidate_density,hit_at_1,hit_at_3,hit_at_5,hit_at_10,hit_at_20
6llgA,6llg,A,fpocket,train,436,18,28,1,26,1,0.45,,0.06422018348623854,0,0,0,0,0
6llgA,6llg,A,p2rank,train,436,18,11,1,1,1,0.266,,0.02522935779816514,1,1,1,1,1
6llgA,6llg,A,ifsitepred,train,436,18,46,1,1,5,0.409,,0.10550458715596331,1,1,1,1,1
6llgA,6llg,A,lacuna,train,436,18,46,1,5,1,0.273,,0.10550458715596331,0,0,1,1,1
6ltfA,6ltf,A,fpocket,train,334,11,18,1,18,1,0.294,,0.05389221556886228,0,0,0,0,1
6ltfA,6ltf,A,p2rank,train,334,11,8,1,1,2,0.4,,0.023952095808383235,1,1,1,1,1
6ltfA,6ltf,A,ifsitepred,train,334,11,68,1,1,3,0.417,,0.20359281437125748,1,1,1,1,1
6ltfA,6ltf,A,lacuna,train,334,11,22,0,,0,0.185,,0.0658682634730539,0,0,0,0,0
6m9aA,6m9a,A,fpocket,train,156,8,9,0,,0,0.071,,0.057692307692307696,0,0,0,0,0
6m9aA,6m9a,A,p2rank,train,156,8,1,0,,0,0.0,,0.00641025641025641,0,0,0,0,0
6m9aA,6m9a,A,ifsitepred,train,156,8,13,0,,0,0.167,,0.08333333333333333,0,0,0,0,0
6m9aA,6m9a,A,lacuna,train,156,8,10,0,,0,0.136,,0.0641025641025641,0,0,0,0,0
6mkxA,6mkx,A,fpocket,train,238,16,12,1,1,2,0.522,,0.05042016806722689,1,1,1,1,1
6mkxA,6mkx,A,p2rank,train,238,16,5,1,1,2,0.464,,0.02100840336134454,1,1,1,1,1
6mkxA,6mkx,A,ifsitepred,train,238,16,19,1,1,6,0.333,,0.07983193277310924,1,1,1,1,1
6mkxA,6mkx,A,lacuna,train,238,16,14,1,1,2,0.455,,0.058823529411764705,1,1,1,1,1
6n5jB,6n5j,B,fpocket,test,301,18,19,1,2,3,0.5,,0.06312292358803986,0,1,1,1,1
6n5jB,6n5j,B,p2rank,test,301,18,6,1,1,3,0.421,,0.019933554817275746,1,1,1,1,1
6n5jB,6n5j,B,ifsitepred,test,301,18,25,1,2,3,0.278,,0.08305647840531562,0,1,1,1,1
6n5jB,6n5j,B,lacuna,test,301,18,5,1,1,3,0.423,,0.016611295681063124,1,1,1,1,1
6n95D,6n95,D,fpocket,train,260,2,15,0,,0,0.125,,0.057692307692307696,0,0,0,0,0
6n95D,6n95,D,p2rank,train,260,2,8,0,,0,0.071,,0.03076923076923077,0,0,0,0,0
6n95D,6n95,D,ifsitepred,train,260,2,13,0,,0,0.0,,0.05,0,0,0,0,0
6n95D,6n95,D,lacuna,train,260,2,25,0,,0,0.0,,0.09615384615384616,0,0,0,0,0
6neiB,6nei,B,fpocket,test,339,21,22,1,13,1,0.364,,0.06489675516224189,0,0,0,0,1
6neiB,6nei,B,p2rank,test,339,21,7,1,2,3,0.571,,0.02064896755162242,0,1,1,1,1
6neiB,6nei,B,ifsitepred,test,339,21,37,1,1,1,0.478,,0.10914454277286136,1,1,1,1,1
6neiB,6nei,B,lacuna,test,339,21,29,1,1,4,0.44,,0.0855457227138643,1,1,1,1,1
6nflA,6nfl,A,fpocket,train,182,4,13,0,,0,0.222,,0.07142857142857142,0,0,0,0,0
6nflA,6nfl,A,p2rank,train,182,4,5,0,,0,0.0,,0.027472527472527472,0,0,0,0,0
6nflA,6nfl,A,ifsitepred,train,182,4,15,0,,0,0.125,,0.08241758241758242,0,0,0,0,0
6nflA,6nfl,A,lacuna,train,182,4,4,0,,0,0.167,,0.02197802197802198,0,0,0,0,0
6o4fH,6o4f,H,fpocket,test,509,11,23,1,1,1,0.345,,0.04518664047151277,1,1,1,1,1
6o4fH,6o4f,H,p2rank,test,509,11,10,0,,0,0.213,,0.019646365422396856,0,0,0,0,0
6o4fH,6o4f,H,ifsitepred,test,509,11,35,1,3,2,0.571,,0.068762278978389,0,1,1,1,1
6o4fH,6o4f,H,lacuna,test,509,11,25,0,,0,0.213,,0.04911591355599214,0,0,0,0,0
6oahF,6oah,F,fpocket,train,343,13,26,1,1,1,0.379,,0.07580174927113703,1,1,1,1,1
6oahF,6oah,F,p2rank,train,343,13,6,1,1,1,0.279,,0.01749271137026239,1,1,1,1,1
6oahF,6oah,F,ifsitepred,train,343,13,35,1,1,4,0.444,,0.10204081632653061,1,1,1,1,1
6oahF,6oah,F,lacuna,train,343,13,35,1,1,3,0.429,,0.10204081632653061,1,1,1,1,1
6opbD,6opb,D,fpocket,train,122,27,7,1,1,1,0.355,,0.05737704918032787,1,1,1,1,1
6opbD,6opb,D,p2rank,train,122,27,2,1,1,1,0.379,,0.01639344262295082,1,1,1,1,1
6opbD,6opb,D,ifsitepred,train,122,27,5,0,,0,0.207,,0.040983606557377046,0,0,0,0,0
6opbD,6opb,D,lacuna,train,122,27,2,1,1,1,0.433,,0.01639344262295082,1,1,1,1,1
6owyA,6owy,A,fpocket,train,90,4,9,1,7,1,0.667,,0.1,0,0,0,1,1
6owyA,6owy,A,p2rank,train,90,4,2,0,,0,0.0,,0.022222222222222223,0,0,0,0,0
6owyA,6owy,A,ifsitepred,train,90,4,26,0,,0,0.0,,0.28888888888888886,0,0,0,0,0
6owyA,6owy,A,lacuna,train,90,4,2,0,,0,0.0,,0.022222222222222223,0,0,0,0,0
6p5bC,6p5b,C,fpocket,train,150,10,9,1,7,1,0.294,,0.06,0,0,0,1,1
6p5bC,6p5b,C,p2rank,train,150,10,1,0,,0,0.056,,0.006666666666666667,0,0,0,0,0
6p5bC,6p5b,C,ifsitepred,train,150,10,38,1,6,5,0.545,,0.25333333333333335,0,0,0,1,1
6p5bC,6p5b,C,lacuna,train,150,10,9,0,,0,0.182,,0.06,0,0,0,0,0
6pj6U,6pj6,U,fpocket,train,135,5,9,1,2,2,0.5,,0.06666666666666667,0,1,1,1,1
6pj6U,6pj6,U,p2rank,train,135,5,3,0,,0,0.0,,0.022222222222222223,0,0,0,0,0
6pj6U,6pj6,U,ifsitepred,train,135,5,18,0,,0,0.0,,0.13333333333333333,0,0,0,0,0
6pj6U,6pj6,U,lacuna,train,135,5,1,0,,0,0.0,,0.007407407407407408,0,0,0,0,0
6pk5A,6pk5,A,fpocket,train,188,20,14,1,2,1,0.432,,0.07446808510638298,0,1,1,1,1
6pk5A,6pk5,A,p2rank,train,188,20,3,1,1,1,0.6,,0.015957446808510637,1,1,1,1,1
6pk5A,6pk5,A,ifsitepred,train,188,20,23,1,1,2,0.55,,0.12234042553191489,1,1,1,1,1
6pk5A,6pk5,A,lacuna,train,188,20,10,1,2,3,0.652,,0.05319148936170213,0,1,1,1,1
6plfB,6plf,B,fpocket,train,292,5,27,1,9,2,0.5,,0.09246575342465753,0,0,0,1,1
6plfB,6plf,B,p2rank,train,292,5,8,0,,0,0.1,,0.0273972602739726,0,0,0,0,0
6plfB,6plf,B,ifsitepred,train,292,5,40,0,,0,0.0,,0.136986301369863,0,0,0,0,0
6plfB,6plf,B,lacuna,train,292,5,26,0,,0,0.111,,0.08904109589041095,0,0,0,0,0
6pntA,6pnt,A,fpocket,train,427,16,29,1,28,1,0.258,,0.06791569086651054,0,0,0,0,0
6pntA,6pnt,A,p2rank,train,427,16,7,0,,0,0.231,,0.01639344262295082,0,0,0,0,0
6pntA,6pnt,A,ifsitepred,train,427,16,47,1,5,1,0.333,,0.11007025761124122,0,0,1,1,1
6pntA,6pnt,A,lacuna,train,427,16,42,1,9,1,0.381,,0.09836065573770492,0,0,0,1,1
6puvA,6puv,A,fpocket,train,121,11,6,0,,0,0.118,,0.049586776859504134,0,0,0,0,0
6puvA,6puv,A,p2rank,train,121,11,7,1,5,1,0.636,,0.05785123966942149,0,0,1,1,1
6puvA,6puv,A,ifsitepred,train,121,11,9,1,3,2,0.455,,0.0743801652892562,0,1,1,1,1
6puvA,6puv,A,lacuna,train,121,11,4,0,,0,0.067,,0.03305785123966942,0,0,0,0,0
6pvgA,6pvg,A,fpocket,train,445,23,33,1,1,1,0.308,,0.07415730337078652,1,1,1,1,1
6pvgA,6pvg,A,p2rank,train,445,23,9,1,2,1,0.457,,0.020224719101123594,0,1,1,1,1
6pvgA,6pvg,A,ifsitepred,train,445,23,36,1,1,2,0.375,,0.08089887640449438,1,1,1,1,1
6pvgA,6pvg,A,lacuna,train,445,23,49,1,7,3,0.5,,0.1101123595505618,0,0,0,1,1
6q6jA,6q6j,A,fpocket,train,220,3,10,0,,0,0.033,,0.045454545454545456,0,0,0,0,0
6q6jA,6q6j,A,p2rank,train,220,3,6,0,,0,0.133,,0.02727272727272727,0,0,0,0,0
6q6jA,6q6j,A,ifsitepred,train,220,3,19,0,,0,0.2,,0.08636363636363636,0,0,0,0,0
6q6jA,6q6j,A,lacuna,train,220,3,18,0,,0,0.158,,0.08181818181818182,0,0,0,0,0
6q7qA,6q7q,A,fpocket,train,229,9,14,0,,0,0.167,,0.0611353711790393,0,0,0,0,0
6q7qA,6q7q,A,p2rank,train,229,9,3,0,,0,0.146,,0.013100436681222707,0,0,0,0,0
6q7qA,6q7q,A,ifsitepred,train,229,9,23,0,,0,0.217,,0.10043668122270742,0,0,0,0,0
6q7qA,6q7q,A,lacuna,train,229,9,9,0,,0,0.121,,0.039301310043668124,0,0,0,0,0
6q8zD,6q8z,D,fpocket,train,376,14,23,1,1,1,0.5,,0.061170212765957445,1,1,1,1,1
6q8zD,6q8z,D,p2rank,train,376,14,11,1,4,1,0.588,,0.02925531914893617,0,0,1,1,1
6q8zD,6q8z,D,ifsitepred,train,376,14,33,0,,0,0.0,,0.08776595744680851,0,0,0,0,0
6q8zD,6q8z,D,lacuna,train,376,14,29,1,12,1,0.355,,0.07712765957446809,0,0,0,0,1
6qb5D,6qb5,D,fpocket,train,305,4,23,0,,0,0.167,,0.07540983606557378,0,0,0,0,0
6qb5D,6qb5,D,p2rank,train,305,4,7,0,,0,0.0,,0.022950819672131147,0,0,0,0,0
6qb5D,6qb5,D,ifsitepred,train,305,4,0,0,,0,0.0,,0.0,0,0,0,0,0
6qb5D,6qb5,D,lacuna,train,305,4,24,0,,0,0.176,,0.07868852459016394,0,0,0,0,0
6qflA,6qfl,A,fpocket,train,287,31,19,1,10,1,0.278,,0.06620209059233449,0,0,0,1,1
6qflA,6qfl,A,p2rank,train,287,31,7,1,1,1,0.378,,0.024390243902439025,1,1,1,1,1
6qflA,6qfl,A,ifsitepred,train,287,31,27,0,,0,0.226,,0.09407665505226481,0,0,0,0,0
6qflA,6qfl,A,lacuna,train,287,31,26,1,1,4,0.436,,0.09059233449477352,1,1,1,1,1
6qlbC,6qlb,C,fpocket,train,173,10,13,0,,0,0.154,,0.07514450867052024,0,0,0,0,0
6qlbC,6qlb,C,p2rank,train,173,10,5,0,,0,0.231,,0.028901734104046242,0,0,0,0,0
6qlbC,6qlb,C,ifsitepred,train,173,10,19,1,4,1,0.25,,0.10982658959537572,0,0,1,1,1
6qlbC,6qlb,C,lacuna,train,173,10,15,1,6,1,0.25,,0.08670520231213873,0,0,0,1,1
6qpeA,6qpe,A,fpocket,train,157,21,9,1,2,2,0.381,,0.05732484076433121,0,1,1,1,1
6qpeA,6qpe,A,p2rank,train,157,21,3,1,1,1,0.407,,0.01910828025477707,1,1,1,1,1
6qpeA,6qpe,A,ifsitepred,train,157,21,11,1,1,1,0.429,,0.07006369426751592,1,1,1,1,1
6qpeA,6qpe,A,lacuna,train,157,21,8,1,1,3,0.571,,0.050955414012738856,1,1,1,1,1
6ro0G,6ro0,G,fpocket,train,222,23,16,0,,0,0.185,,0.07207207207207207,0,0,0,0,0
6ro0G,6ro0,G,p2rank,train,222,23,6,0,,0,0.154,,0.02702702702702703,0,0,0,0,0
6ro0G,6ro0,G,ifsitepred,train,222,23,5,0,,0,0.143,,0.02252252252252252,0,0,0,0,0
6ro0G,6ro0,G,lacuna,train,222,23,14,1,2,1,0.256,,0.06306306306306306,0,1,1,1,1
6rwdA,6rwd,A,fpocket,train,216,3,16,1,4,1,0.333,,0.07407407407407407,0,0,1,1,1
6rwdA,6rwd,A,p2rank,train,216,3,9,0,,0,0.143,,0.041666666666666664,0,0,0,0,0
6rwdA,6rwd,A,ifsitepred,train,216,3,27,0,,0,0.0,,0.125,0,0,0,0,0
6rwdA,6rwd,A,lacuna,train,216,3,13,0,,0,0.05,,0.06018518518518518,0,0,0,0,0
6rxdA,6rxd,A,fpocket,train,509,21,30,1,5,1,0.4,,0.05893909626719057,0,0,1,1,1
6rxdA,6rxd,A,p2rank,train,509,21,15,1,1,2,0.552,,0.029469548133595286,1,1,1,1,1
6rxdA,6rxd,A,ifsitepred,train,509,21,25,1,2,1,0.318,,0.04911591355599214,0,1,1,1,1
6rxdA,6rxd,A,lacuna,train,509,21,32,1,1,4,0.393,,0.06286836935166994,1,1,1,1,1
6s3pA,6s3p,A,fpocket,train,436,16,37,1,10,1,0.364,,0.08486238532110092,0,0,0,1,1
6s3pA,6s3p,A,p2rank,train,436,16,12,1,6,1,0.381,,0.027522935779816515,0,0,0,1,1
6s3pA,6s3p,A,ifsitepred,train,436,16,36,1,2,5,0.368,,0.08256880733944955,0,1,1,1,1
6s3pA,6s3p,A,lacuna,train,436,16,39,1,5,1,0.44,,0.08944954128440367,0,0,1,1,1
6slkC,6slk,C,fpocket,train,162,18,13,1,2,2,0.667,,0.08024691358024691,0,1,1,1,1
6slkC,6slk,C,p2rank,train,162,18,4,1,1,1,0.514,,0.024691358024691357,1,1,1,1,1
6slkC,6slk,C,ifsitepred,train,162,18,28,1,2,2,0.636,,0.1728395061728395,0,1,1,1,1
6slkC,6slk,C,lacuna,train,162,18,16,1,1,4,0.652,,0.09876543209876543,1,1,1,1,1
6spoA,6spo,A,fpocket,train,544,12,29,1,1,1,0.478,,0.05330882352941176,1,1,1,1,1
6spoA,6spo,A,p2rank,train,544,12,12,1,1,1,0.286,,0.022058823529411766,1,1,1,1,1
6spoA,6spo,A,ifsitepred,train,544,12,28,1,1,2,0.5,,0.051470588235294115,1,1,1,1,1
6spoA,6spo,A,lacuna,train,544,12,12,1,2,1,0.667,,0.022058823529411766,0,1,1,1,1
6suiA,6sui,A,fpocket,train,334,22,26,1,6,1,0.76,,0.07784431137724551,0,0,0,1,1
6suiA,6sui,A,p2rank,train,334,22,11,1,1,2,0.594,,0.03293413173652695,1,1,1,1,1
6suiA,6sui,A,ifsitepred,train,334,22,41,1,4,2,0.318,,0.12275449101796407,0,0,1,1,1
6suiA,6sui,A,lacuna,train,334,22,28,1,1,2,0.4,,0.08383233532934131,1,1,1,1,1
6sz4A,6sz4,A,fpocket,train,398,8,18,1,1,1,0.286,,0.04522613065326633,1,1,1,1,1
6sz4A,6sz4,A,p2rank,train,398,8,8,0,,0,0.071,,0.020100502512562814,0,0,0,0,0
6sz4A,6sz4,A,ifsitepred,train,398,8,19,0,,0,0.0,,0.04773869346733668,0,0,0,0,0
6sz4A,6sz4,A,lacuna,train,398,8,7,1,4,1,0.368,,0.017587939698492462,0,0,1,1,1
6tbtB,6tbt,B,fpocket,train,123,4,10,1,6,1,0.286,,0.08130081300813008,0,0,0,1,1
6tbtB,6tbt,B,p2rank,train,123,4,2,0,,0,0.0,,0.016260162601626018,0,0,0,0,0
6tbtB,6tbt,B,ifsitepred,train,123,4,1,0,,0,0.0,,0.008130081300813009,0,0,0,0,0
6tbtB,6tbt,B,lacuna,train,123,4,5,0,,0,0.0,,0.04065040650406504,0,0,0,0,0
6tn3A,6tn3,A,fpocket,train,442,29,30,1,2,2,0.406,,0.06787330316742081,0,1,1,1,1
6tn3A,6tn3,A,p2rank,train,442,29,11,1,1,2,0.441,,0.024886877828054297,1,1,1,1,1
6tn3A,6tn3,A,ifsitepred,train,442,29,28,1,3,1,0.276,,0.06334841628959276,0,1,1,1,1
6tn3A,6tn3,A,lacuna,train,442,29,45,1,3,2,0.371,,0.10180995475113122,0,1,1,1,1
6tx0B,6tx0,B,fpocket,test,479,4,31,1,21,1,0.333,,0.06471816283924843,0,0,0,0,0
6tx0B,6tx0,B,p2rank,test,479,4,13,0,,0,0.0,,0.027139874739039668,0,0,0,0,0
6tx0B,6tx0,B,ifsitepred,test,479,4,39,0,,0,0.0,,0.081419624217119,0,0,0,0,0
6tx0B,6tx0,B,lacuna,test,479,4,47,1,35,1,0.267,,0.09812108559498957,0,0,0,0,0
6tyoB,6tyo,B,fpocket,train,114,4,7,1,7,1,0.375,,0.06140350877192982,0,0,0,1,1
6tyoB,6tyo,B,p2rank,train,114,4,0,0,,0,0.0,,0.0,0,0,0,0,0
6tyoB,6tyo,B,ifsitepred,train,114,4,8,0,,0,0.0,,0.07017543859649122,0,0,0,0,0
6tyoB,6tyo,B,lacuna,train,114,4,4,0,,0,0.05,,0.03508771929824561,0,0,0,0,0
6u9cA,6u9c,A,fpocket,train,206,8,10,0,,0,0.0,,0.04854368932038835,0,0,0,0,0
6u9cA,6u9c,A,p2rank,train,206,8,9,0,,0,0.118,,0.043689320388349516,0,0,0,0,0
6u9cA,6u9c,A,ifsitepred,train,206,8,34,0,,0,0.222,,0.1650485436893204,0,0,0,0,0
6u9cA,6u9c,A,lacuna,train,206,8,12,0,,0,0.0,,0.05825242718446602,0,0,0,0,0
6ur2A,6ur2,A,fpocket,train,579,16,42,1,5,1,0.32,,0.07253886010362694,0,0,1,1,1
6ur2A,6ur2,A,p2rank,train,579,16,15,1,6,2,0.375,,0.025906735751295335,0,0,0,1,1
6ur2A,6ur2,A,ifsitepred,train,579,16,44,1,40,1,0.25,,0.07599309153713299,0,0,0,0,0
6ur2A,6ur2,A,lacuna,train,579,16,54,1,1,2,0.435,,0.09326424870466321,1,1,1,1,1
6uw3A,6uw3,A,fpocket,train,326,18,21,1,1,1,0.25,,0.06441717791411043,1,1,1,1,1
6uw3A,6uw3,A,p2rank,train,326,18,12,1,1,1,0.324,,0.03680981595092025,1,1,1,1,1
6uw3A,6uw3,A,ifsitepred,train,326,18,31,1,17,1,0.263,,0.0950920245398773,0,0,0,0,1
6uw3A,6uw3,A,lacuna,train,326,18,27,1,1,2,0.455,,0.08282208588957055,1,1,1,1,1
6vleA,6vle,A,fpocket,test,460,19,27,1,7,1,0.7,,0.058695652173913045,0,0,0,1,1
6vleA,6vle,A,p2rank,test,460,19,13,1,3,1,0.542,,0.02826086956521739,0,1,1,1,1
6vleA,6vle,A,ifsitepred,test,460,19,19,1,1,3,0.474,,0.041304347826086954,1,1,1,1,1
6vleA,6vle,A,lacuna,test,460,19,40,1,1,3,0.45,,0.08695652173913043,1,1,1,1,1
6vtgC,6vtg,C,fpocket,train,340,19,22,1,12,1,0.347,,0.06470588235294118,0,0,0,0,1
6vtgC,6vtg,C,p2rank,train,340,19,6,1,1,1,0.333,,0.01764705882352941,1,1,1,1,1
6vtgC,6vtg,C,ifsitepred,train,340,19,36,1,2,4,0.385,,0.10588235294117647,0,1,1,1,1
6vtgC,6vtg,C,lacuna,train,340,19,35,1,1,2,0.385,,0.10294117647058823,1,1,1,1,1
6w10A,6w10,A,fpocket,test,223,12,22,1,13,1,0.312,,0.09865470852017937,0,0,0,0,1
6w10A,6w10,A,p2rank,test,223,12,4,1,1,1,0.321,,0.017937219730941704,1,1,1,1,1
6w10A,6w10,A,ifsitepred,test,223,12,21,1,1,2,0.786,,0.09417040358744394,1,1,1,1,1
6w10A,6w10,A,lacuna,test,223,12,18,1,1,2,0.588,,0.08071748878923767,1,1,1,1,1
6w3cC,6w3c,C,fpocket,train,404,27,30,1,30,1,0.26,,0.07425742574257425,0,0,0,0,0
6w3cC,6w3c,C,p2rank,train,404,27,13,1,1,1,0.292,,0.03217821782178218,1,1,1,1,1
6w3cC,6w3c,C,ifsitepred,train,404,27,32,1,1,1,0.297,,0.07920792079207921,1,1,1,1,1
6w3cC,6w3c,C,lacuna,train,404,27,29,1,2,3,0.4,,0.07178217821782178,0,1,1,1,1
6x41B,6x41,B,fpocket,train,417,16,34,1,4,2,0.7,,0.0815347721822542,0,0,1,1,1
6x41B,6x41,B,p2rank,train,417,16,13,1,1,1,0.636,,0.03117505995203837,1,1,1,1,1
6x41B,6x41,B,ifsitepred,train,417,16,22,1,1,4,0.562,,0.05275779376498801,1,1,1,1,1
6x41B,6x41,B,lacuna,train,417,16,43,1,1,1,0.714,,0.10311750599520383,1,1,1,1,1
6x84A,6x84,A,fpocket,train,416,14,27,1,6,1,0.276,,0.06490384615384616,0,0,0,1,1
6x84A,6x84,A,p2rank,train,416,14,8,1,1,1,0.382,,0.019230769230769232,1,1,1,1,1
6x84A,6x84,A,ifsitepred,train,416,14,18,1,2,3,0.471,,0.04326923076923077,0,1,1,1,1
6x84A,6x84,A,lacuna,train,416,14,34,1,1,3,0.37,,0.08173076923076923,1,1,1,1,1
6xl4C,6xl4,C,fpocket,train,302,23,28,1,1,3,0.343,,0.09271523178807947,1,1,1,1,1
6xl4C,6xl4,C,p2rank,train,302,23,10,1,1,1,0.362,,0.033112582781456956,1,1,1,1,1
6xl4C,6xl4,C,ifsitepred,train,302,23,15,1,1,1,0.387,,0.04966887417218543,1,1,1,1,1
6xl4C,6xl4,C,lacuna,train,302,23,26,1,1,3,0.378,,0.08609271523178808,1,1,1,1,1
6xqxB,6xqx,B,fpocket,train,325,22,14,1,2,1,0.379,,0.043076923076923075,0,1,1,1,1
6xqxB,6xqx,B,p2rank,train,325,22,6,1,1,1,0.517,,0.018461538461538463,1,1,1,1,1
6xqxB,6xqx,B,ifsitepred,train,325,22,21,1,1,2,0.375,,0.06461538461538462,1,1,1,1,1
6xqxB,6xqx,B,lacuna,train,325,22,20,1,1,1,0.593,,0.06153846153846154,1,1,1,1,1
6xueA,6xue,A,fpocket,train,516,8,27,0,,0,0.182,,0.05232558139534884,0,0,0,0,0
6xueA,6xue,A,p2rank,train,516,8,12,0,,0,0.095,,0.023255813953488372,0,0,0,0,0
6xueA,6xue,A,ifsitepred,train,516,8,19,0,,0,0.0,,0.03682170542635659,0,0,0,0,0
6xueA,6xue,A,lacuna,train,516,8,44,1,18,1,0.375,,0.08527131782945736,0,0,0,0,1
6ydkA,6ydk,A,fpocket,train,221,16,16,1,1,2,0.381,,0.07239819004524888,1,1,1,1,1
6ydkA,6ydk,A,p2rank,train,221,16,1,1,1,1,0.405,,0.004524886877828055,1,1,1,1,1
6ydkA,6ydk,A,ifsitepred,train,221,16,28,1,1,5,0.5,,0.12669683257918551,1,1,1,1,1
6ydkA,6ydk,A,lacuna,train,221,16,14,1,1,4,0.345,,0.06334841628959276,1,1,1,1,1
6z6zA,6z6z,A,fpocket,train,172,21,14,1,1,1,0.333,,0.08139534883720931,1,1,1,1,1
6z6zA,6z6z,A,p2rank,train,172,21,4,1,1,2,0.296,,0.023255813953488372,1,1,1,1,1
6z6zA,6z6z,A,ifsitepred,train,172,21,14,0,,0,0.24,,0.08139534883720931,0,0,0,0,0
6z6zA,6z6z,A,lacuna,train,172,21,11,1,1,3,0.306,,0.06395348837209303,1,1,1,1,1
6zdcA,6zdc,A,fpocket,train,350,12,19,0,,0,0.235,,0.054285714285714284,0,0,0,0,0
6zdcA,6zdc,A,p2rank,train,350,12,8,1,1,1,0.297,,0.022857142857142857,1,1,1,1,1
6zdcA,6zdc,A,ifsitepred,train,350,12,18,1,2,5,0.667,,0.05142857142857143,0,1,1,1,1
6zdcA,6zdc,A,lacuna,train,350,12,23,0,,0,0.222,,0.06571428571428571,0,0,0,0,0
7aa2B,7aa2,B,fpocket,train,585,5,36,0,,0,0.2,,0.06153846153846154,0,0,0,0,0
7aa2B,7aa2,B,p2rank,train,585,5,13,0,,0,0.167,,0.022222222222222223,0,0,0,0,0
7aa2B,7aa2,B,ifsitepred,train,585,5,21,0,,0,0.0,,0.035897435897435895,0,0,0,0,0
7aa2B,7aa2,B,lacuna,train,585,5,42,0,,0,0.167,,0.07179487179487179,0,0,0,0,0
7alfA,7alf,A,fpocket,train,89,5,2,0,,0,0.0,,0.02247191011235955,0,0,0,0,0
7alfA,7alf,A,p2rank,train,89,5,1,0,,0,0.0,,0.011235955056179775,0,0,0,0,0
7alfA,7alf,A,ifsitepred,train,89,5,10,0,,0,0.0,,0.11235955056179775,0,0,0,0,0
7alfA,7alf,A,lacuna,train,89,5,1,0,,0,0.0,,0.011235955056179775,0,0,0,0,0
7aqbB,7aqb,B,fpocket,train,274,16,19,1,5,3,0.529,,0.06934306569343066,0,0,1,1,1
7aqbB,7aqb,B,p2rank,train,274,16,5,1,1,1,0.6,,0.01824817518248175,1,1,1,1,1
7aqbB,7aqb,B,ifsitepred,train,274,16,38,1,11,2,0.375,,0.1386861313868613,0,0,0,0,1
7aqbB,7aqb,B,lacuna,train,274,16,25,1,1,2,0.542,,0.09124087591240876,1,1,1,1,1
7autA,7aut,A,fpocket,train,167,8,8,1,1,2,0.455,,0.04790419161676647,1,1,1,1,1
7autA,7aut,A,p2rank,train,167,8,1,0,,0,0.107,,0.005988023952095809,0,0,0,0,0
7autA,7aut,A,ifsitepred,train,167,8,11,1,4,2,0.364,,0.0658682634730539,0,0,1,1,1
7autA,7aut,A,lacuna,train,167,8,10,1,3,2,0.4,,0.059880239520958084,0,1,1,1,1
7b6qA,7b6q,A,fpocket,train,478,6,39,0,,0,0.154,,0.08158995815899582,0,0,0,0,0
7b6qA,7b6q,A,p2rank,train,478,6,11,0,,0,0.138,,0.02301255230125523,0,0,0,0,0
7b6qA,7b6q,A,ifsitepred,train,478,6,51,0,,0,0.125,,0.10669456066945607,0,0,0,0,0
7b6qA,7b6q,A,lacuna,train,478,6,32,0,,0,0.143,,0.06694560669456066,0,0,0,0,0
7bhjA,7bhj,A,fpocket,train,170,6,7,0,,0,0.071,,0.041176470588235294,0,0,0,0,0
7bhjA,7bhj,A,p2rank,train,170,6,2,0,,0,0.111,,0.011764705882352941,0,0,0,0,0
7bhjA,7bhj,A,ifsitepred,train,170,6,25,1,5,1,0.25,,0.14705882352941177,0,0,1,1,1
7bhjA,7bhj,A,lacuna,train,170,6,7,0,,0,0.125,,0.041176470588235294,0,0,0,0,0
7bp1B,7bp1,B,fpocket,train,336,12,19,1,19,1,0.25,,0.05654761904761905,0,0,0,0,1
7bp1B,7bp1,B,p2rank,train,336,12,6,0,,0,0.2,,0.017857142857142856,0,0,0,0,0
7bp1B,7bp1,B,ifsitepred,train,336,12,18,1,1,6,0.429,,0.05357142857142857,1,1,1,1,1
7bp1B,7bp1,B,lacuna,train,336,12,27,1,3,2,0.286,,0.08035714285714286,0,1,1,1,1
7btcB,7btc,B,fpocket,train,169,12,11,0,,0,0.167,,0.0650887573964497,0,0,0,0,0
7btcB,7btc,B,p2rank,train,169,12,1,0,,0,0.032,,0.005917159763313609,0,0,0,0,0
7btcB,7btc,B,ifsitepred,train,169,12,26,1,23,2,0.308,,0.15384615384615385,0,0,0,0,0
7btcB,7btc,B,lacuna,train,169,12,11,0,,0,0.24,,0.0650887573964497,0,0,0,0,0
7c1uA,7c1u,A,fpocket,train,433,31,29,1,1,1,0.257,,0.06697459584295612,1,1,1,1,1
7c1uA,7c1u,A,p2rank,train,433,31,15,1,4,1,0.257,,0.03464203233256351,0,0,1,1,1
7c1uA,7c1u,A,ifsitepred,train,433,31,34,0,,0,0.194,,0.07852193995381063,0,0,0,0,0
7c1uA,7c1u,A,lacuna,train,433,31,32,1,2,4,0.439,,0.07390300230946882,0,1,1,1,1
7c48A,7c48,A,fpocket,test,289,21,19,1,1,1,0.413,,0.0657439446366782,1,1,1,1,1
7c48A,7c48,A,p2rank,test,289,21,5,1,1,1,0.514,,0.01730103806228374,1,1,1,1,1
